The cost of the MST to traverse the graph is 1207502 miles.
The edges are traversed in the following order:
 to  is distance: 0
5567 to 5571 is distance: 1
5571 to 5567 is distance: 1
9744 to 3599 is distance: 5
9739 to 9744 is distance: 6
1458 to 1472 is distance: 61
6837 to 5765 is distance: 66
5407 to 5416 is distance: 68
6302 to 6294 is distance: 71
6294 to 6302 is distance: 71
11257 to 3156 is distance: 72
3832 to 7242 is distance: 73
7242 to 3832 is distance: 73
2688 to 2697 is distance: 78
3024 to 9229 is distance: 78
3920 to 3271 is distance: 78
9229 to 3024 is distance: 78
91 to 5490 is distance: 78
5490 to 91 is distance: 78
1324 to 1520 is distance: 79
3752 to 3494 is distance: 80
286 to 287 is distance: 80
2729 to 2753 is distance: 80
287 to 286 is distance: 80
2753 to 2729 is distance: 80
3998 to 1231 is distance: 81
1231 to 3998 is distance: 81
10792 to 2688 is distance: 83
4149 to 6383 is distance: 83
3830 to 4359 is distance: 83
6383 to 4149 is distance: 83
3040 to 3155 is distance: 83
3155 to 3040 is distance: 83
155 to 4239 is distance: 84
3728 to 3796 is distance: 84
1033 to 11229 is distance: 85
642 to 644 is distance: 85
530 to 529 is distance: 85
11229 to 1033 is distance: 85
644 to 642 is distance: 85
6338 to 3337 is distance: 85
529 to 530 is distance: 85
3817 to 3469 is distance: 85
3469 to 3817 is distance: 85
3337 to 6338 is distance: 85
3484 to 4088 is distance: 85
4088 to 3484 is distance: 85
933 to 932 is distance: 86
1926 to 4314 is distance: 86
932 to 933 is distance: 86
4314 to 1926 is distance: 86
1203 to 1209 is distance: 88
3484 to 3949 is distance: 88
5479 to 115 is distance: 88
5695 to 1147 is distance: 88
115 to 5479 is distance: 88
6357 to 4120 is distance: 88
193 to 174 is distance: 88
174 to 193 is distance: 88
4320 to 3361 is distance: 88
4120 to 6357 is distance: 88
3361 to 4320 is distance: 88
6276 to 9904 is distance: 89
9904 to 6276 is distance: 89
6395 to 3406 is distance: 89
3670 to 3700 is distance: 89
2461 to 2452 is distance: 89
3112 to 3100 is distance: 89
2555 to 2541 is distance: 89
3406 to 6395 is distance: 89
3700 to 3670 is distance: 89
3100 to 3112 is distance: 89
1678 to 350 is distance: 90
7062 to 3714 is distance: 90
2882 to 2907 is distance: 90
3076 to 3071 is distance: 90
3714 to 7062 is distance: 90
6265 to 6296 is distance: 90
350 to 1678 is distance: 90
428 to 438 is distance: 90
2907 to 2882 is distance: 90
6296 to 6265 is distance: 90
547 to 515 is distance: 91
202 to 106 is distance: 91
106 to 202 is distance: 91
4007 to 3876 is distance: 91
515 to 547 is distance: 91
3876 to 4007 is distance: 91
1335 to 1330 is distance: 92
5794 to 1646 is distance: 92
1646 to 5794 is distance: 92
1330 to 1335 is distance: 92
3731 to 3689 is distance: 93
2709 to 2733 is distance: 93
3678 to 5774 is distance: 93
2404 to 6013 is distance: 93
6926 to 1971 is distance: 93
3073 to 3072 is distance: 93
1609 to 1613 is distance: 93
6266 to 7577 is distance: 93
1613 to 1609 is distance: 93
3777 to 3577 is distance: 93
495 to 497 is distance: 93
3689 to 3731 is distance: 93
497 to 495 is distance: 93
3577 to 3777 is distance: 93
2009 to 2014 is distance: 94
1285 to 1262 is distance: 94
2219 to 2223 is distance: 94
2110 to 2188 is distance: 94
2188 to 2110 is distance: 94
2014 to 2009 is distance: 94
2223 to 2219 is distance: 94
4012 to 3576 is distance: 95
3697 to 3752 is distance: 95
3576 to 4012 is distance: 95
3752 to 3697 is distance: 95
5692 to 1147 is distance: 96
6945 to 1885 is distance: 96
3976 to 3980 is distance: 96
9025 to 3394 is distance: 96
1885 to 6945 is distance: 96
1948 to 3533 is distance: 96
1147 to 5692 is distance: 96
3533 to 1948 is distance: 96
3394 to 9025 is distance: 96
7774 to 3131 is distance: 97
2739 to 2729 is distance: 97
2518 to 7369 is distance: 97
2688 to 2670 is distance: 97
3577 to 184 is distance: 97
3486 to 4276 is distance: 97
5512 to 154 is distance: 97
1 to 4 is distance: 97
580 to 302 is distance: 97
2729 to 2739 is distance: 97
340 to 350 is distance: 97
3131 to 7774 is distance: 97
350 to 340 is distance: 97
184 to 3577 is distance: 97
154 to 5512 is distance: 97
2570 to 2537 is distance: 97
2537 to 2570 is distance: 97
2528 to 2570 is distance: 98
729 to 5599 is distance: 98
5599 to 729 is distance: 98
5496 to 5515 is distance: 99
5461 to 188 is distance: 99
3714 to 3608 is distance: 99
3879 to 3876 is distance: 99
4217 to 6289 is distance: 99
5515 to 5496 is distance: 99
73 to 182 is distance: 99
182 to 73 is distance: 99
196 to 5463 is distance: 99
5463 to 196 is distance: 99
3876 to 3879 is distance: 99
5412 to 7617 is distance: 100
3678 to 6825 is distance: 100
2531 to 2562 is distance: 100
2562 to 2531 is distance: 100
3491 to 5761 is distance: 101
5761 to 3491 is distance: 101
209 to 210 is distance: 102
6040 to 2596 is distance: 102
210 to 209 is distance: 102
3050 to 3039 is distance: 102
2918 to 6086 is distance: 102
6243 to 6248 is distance: 102
6086 to 2918 is distance: 102
1675 to 1678 is distance: 102
2596 to 6040 is distance: 102
3848 to 3670 is distance: 102
1923 to 1918 is distance: 102
1678 to 1675 is distance: 102
3670 to 3848 is distance: 102
6248 to 6243 is distance: 102
1399 to 309 is distance: 103
534 to 542 is distance: 103
5711 to 3018 is distance: 103
309 to 1399 is distance: 103
7275 to 200 is distance: 104
3752 to 4286 is distance: 104
2223 to 6776 is distance: 104
1953 to 1930 is distance: 104
3472 to 3878 is distance: 104
3878 to 3472 is distance: 104
2521 to 2578 is distance: 104
2578 to 2521 is distance: 104
8243 to 7368 is distance: 105
5848 to 1881 is distance: 105
4099 to 3720 is distance: 105
3024 to 8949 is distance: 105
3720 to 4099 is distance: 105
1949 to 1952 is distance: 105
193 to 3622 is distance: 105
1881 to 5848 is distance: 105
3642 to 3752 is distance: 106
537 to 468 is distance: 106
3578 to 3682 is distance: 106
468 to 537 is distance: 106
152 to 170 is distance: 106
170 to 152 is distance: 106
3682 to 3578 is distance: 106
3752 to 3642 is distance: 106
28 to 111 is distance: 107
6343 to 3369 is distance: 107
6243 to 6240 is distance: 107
6240 to 6243 is distance: 107
1183 to 5703 is distance: 108
3120 to 4081 is distance: 108
3337 to 6267 is distance: 108
3527 to 3751 is distance: 108
3751 to 3527 is distance: 108
6016 to 4206 is distance: 108
3459 to 3830 is distance: 108
5703 to 1183 is distance: 108
3830 to 3459 is distance: 108
1225 to 1246 is distance: 108
6267 to 3337 is distance: 108
4206 to 6016 is distance: 108
4081 to 3120 is distance: 108
1476 to 1472 is distance: 109
3271 to 4141 is distance: 109
3558 to 3484 is distance: 109
1472 to 1476 is distance: 109
534 to 465 is distance: 109
11257 to 6184 is distance: 109
3839 to 3484 is distance: 109
5749 to 3448 is distance: 109
1909 to 1903 is distance: 109
3448 to 5749 is distance: 109
1903 to 1909 is distance: 109
3484 to 3839 is distance: 109
3484 to 3558 is distance: 109
3636 to 3462 is distance: 110
3258 to 3257 is distance: 110
1114 to 1117 is distance: 110
1957 to 4024 is distance: 111
3486 to 3759 is distance: 111
1423 to 393 is distance: 111
1354 to 1322 is distance: 111
1322 to 1354 is distance: 111
5520 to 6727 is distance: 112
2590 to 2610 is distance: 112
2361 to 2370 is distance: 112
2370 to 2365 is distance: 112
2802 to 2792 is distance: 112
2370 to 2361 is distance: 112
3680 to 3670 is distance: 112
6727 to 5520 is distance: 112
1948 to 3576 is distance: 112
2610 to 2590 is distance: 112
1512 to 1511 is distance: 112
6190 to 6191 is distance: 112
1511 to 1512 is distance: 112
6191 to 6190 is distance: 112
3670 to 3680 is distance: 112
2792 to 2802 is distance: 112
5507 to 5501 is distance: 113
6957 to 3858 is distance: 113
5728 to 3678 is distance: 113
4090 to 2400 is distance: 113
6365 to 3379 is distance: 113
3379 to 6365 is distance: 113
2001 to 2002 is distance: 113
2106 to 2157 is distance: 113
2400 to 4090 is distance: 113
2157 to 2106 is distance: 113
3751 to 5746 is distance: 113
3858 to 6957 is distance: 113
3678 to 5728 is distance: 113
3411 to 3620 is distance: 114
5496 to 62 is distance: 114
1111 to 1117 is distance: 114
2276 to 3385 is distance: 114
6139 to 8428 is distance: 114
3620 to 3411 is distance: 114
8428 to 6139 is distance: 114
3385 to 2276 is distance: 114
4183 to 3125 is distance: 115
1953 to 5857 is distance: 115
3410 to 1128 is distance: 115
1509 to 1606 is distance: 115
3125 to 4183 is distance: 115
3752 to 3589 is distance: 115
715 to 734 is distance: 115
3860 to 7196 is distance: 115
2584 to 2572 is distance: 115
1128 to 3410 is distance: 115
1606 to 1509 is distance: 115
3830 to 4037 is distance: 116
2960 to 2965 is distance: 116
6090 to 6089 is distance: 116
3720 to 4103 is distance: 116
4103 to 3720 is distance: 116
2584 to 2629 is distance: 116
6191 to 3204 is distance: 116
2965 to 2960 is distance: 116
2647 to 2496 is distance: 116
3204 to 6191 is distance: 116
2645 to 2651 is distance: 117
5738 to 3876 is distance: 117
3876 to 5738 is distance: 117
2651 to 2645 is distance: 117
3665 to 3678 is distance: 118
3678 to 3665 is distance: 118
6223 to 3275 is distance: 118
3904 to 3905 is distance: 118
3275 to 6223 is distance: 118
310 to 309 is distance: 118
1508 to 1509 is distance: 118
6197 to 3223 is distance: 118
3905 to 3904 is distance: 118
3858 to 4044 is distance: 119
3685 to 3645 is distance: 119
2638 to 2543 is distance: 119
6173 to 3055 is distance: 119
2543 to 2638 is distance: 119
3072 to 3076 is distance: 119
3876 to 4116 is distance: 119
3055 to 6173 is distance: 119
6150 to 2983 is distance: 119
3646 to 3472 is distance: 119
3118 to 3116 is distance: 119
3472 to 3646 is distance: 119
2983 to 6150 is distance: 119
3462 to 4261 is distance: 119
3116 to 3118 is distance: 119
3645 to 3685 is distance: 119
6270 to 6316 is distance: 120
1075 to 1064 is distance: 120
734 to 6737 is distance: 120
1206 to 1200 is distance: 120
252 to 248 is distance: 120
3136 to 3153 is distance: 120
5652 to 1042 is distance: 120
248 to 252 is distance: 120
619 to 609 is distance: 121
3282 to 3284 is distance: 121
2729 to 6053 is distance: 121
2488 to 2513 is distance: 121
2513 to 2488 is distance: 121
609 to 619 is distance: 121
3284 to 3282 is distance: 121
2188 to 2109 is distance: 122
3345 to 3349 is distance: 122
3550 to 5775 is distance: 122
6492 to 210 is distance: 122
210 to 6492 is distance: 122
3959 to 2954 is distance: 122
3430 to 3599 is distance: 122
161 to 5550 is distance: 122
2711 to 2729 is distance: 123
1561 to 1555 is distance: 123
910 to 1038 is distance: 123
3361 to 6793 is distance: 123
125 to 189 is distance: 123
189 to 125 is distance: 123
1555 to 1561 is distance: 123
2729 to 2711 is distance: 123
7456 to 1972 is distance: 123
1767 to 1851 is distance: 123
1038 to 910 is distance: 123
1972 to 7456 is distance: 123
1851 to 1767 is distance: 123
490 to 519 is distance: 124
2722 to 2715 is distance: 124
7424 to 1147 is distance: 124
6278 to 6338 is distance: 124
3177 to 3174 is distance: 124
2759 to 2767 is distance: 124
7001 to 3751 is distance: 124
3323 to 6322 is distance: 124
1147 to 7424 is distance: 124
248 to 5556 is distance: 124
3774 to 3865 is distance: 124
1075 to 1074 is distance: 124
3751 to 7001 is distance: 124
3174 to 3177 is distance: 124
2715 to 2722 is distance: 124
1074 to 1075 is distance: 124
6322 to 3323 is distance: 124
3576 to 3875 is distance: 125
3242 to 3258 is distance: 125
3299 to 3304 is distance: 125
3998 to 1218 is distance: 125
3258 to 3242 is distance: 125
5724 to 7062 is distance: 125
9090 to 3351 is distance: 125
3351 to 9090 is distance: 125
3304 to 3299 is distance: 125
1804 to 1836 is distance: 126
3550 to 3513 is distance: 126
1486 to 1465 is distance: 126
1836 to 1804 is distance: 126
1465 to 1486 is distance: 126
2180 to 2189 is distance: 126
1892 to 1767 is distance: 126
585 to 586 is distance: 126
897 to 4161 is distance: 127
3375 to 6359 is distance: 127
5994 to 2287 is distance: 127
3645 to 4041 is distance: 127
5497 to 141 is distance: 127
3943 to 2330 is distance: 127
2001 to 2003 is distance: 127
6359 to 3375 is distance: 127
2287 to 5994 is distance: 127
990 to 976 is distance: 128
1658 to 1657 is distance: 128
1197 to 2177 is distance: 128
6322 to 6333 is distance: 128
2706 to 6051 is distance: 128
160 to 115 is distance: 128
6333 to 6322 is distance: 128
115 to 160 is distance: 128
6051 to 2706 is distance: 128
976 to 990 is distance: 128
3385 to 2268 is distance: 129
2268 to 3385 is distance: 129
3857 to 3752 is distance: 129
3720 to 3577 is distance: 129
3584 to 3752 is distance: 129
3752 to 3857 is distance: 129
3752 to 3584 is distance: 129
3577 to 3720 is distance: 129
111 to 71 is distance: 130
71 to 111 is distance: 130
1821 to 1824 is distance: 130
1824 to 1821 is distance: 130
161 to 80 is distance: 130
2912 to 2908 is distance: 130
1113 to 1119 is distance: 130
1830 to 1824 is distance: 131
5940 to 2219 is distance: 131
5862 to 1959 is distance: 131
2673 to 6046 is distance: 131
1386 to 1412 is distance: 131
2305 to 2308 is distance: 131
3972 to 3973 is distance: 131
3536 to 7076 is distance: 131
1824 to 1830 is distance: 131
1412 to 1386 is distance: 131
2219 to 5940 is distance: 131
7076 to 3536 is distance: 131
4191 to 3941 is distance: 132
3205 to 3034 is distance: 132
728 to 734 is distance: 132
2041 to 2006 is distance: 132
3282 to 3910 is distance: 132
1958 to 5861 is distance: 132
2006 to 2041 is distance: 132
2332 to 2334 is distance: 132
2334 to 2332 is distance: 132
734 to 728 is distance: 132
3941 to 4191 is distance: 132
4112 to 3645 is distance: 133
2522 to 2590 is distance: 133
1202 to 1208 is distance: 133
3878 to 3793 is distance: 133
1613 to 1489 is distance: 133
2937 to 2938 is distance: 133
2938 to 2937 is distance: 133
1127 to 1136 is distance: 133
3645 to 4112 is distance: 133
1208 to 1202 is distance: 133
1136 to 1127 is distance: 133
3811 to 3682 is distance: 133
2590 to 2522 is distance: 133
2001 to 1998 is distance: 133
3714 to 4318 is distance: 133
3682 to 3811 is distance: 133
6351 to 4120 is distance: 133
3793 to 3878 is distance: 133
4120 to 6351 is distance: 133
3120 to 3115 is distance: 134
6174 to 3057 is distance: 134
3484 to 5772 is distance: 134
2726 to 2729 is distance: 134
921 to 918 is distance: 134
3224 to 3232 is distance: 134
3395 to 8921 is distance: 134
3232 to 3224 is distance: 134
2729 to 2726 is distance: 134
3775 to 3670 is distance: 134
3057 to 6174 is distance: 134
521 to 520 is distance: 134
